issue url,issue title,issue number,issue date,issue publisher,issue description,issue owner,issue collection,issue pdf url,article url,article publication,article title,article authors,article year,article issue number,article page number,article description,article MFN,article ანოტაცია,article გეოგ დასახელება,article თემატიკა,article მოხსენიებული პირები,article ორგანიზაცია,article პერსონალია,article საკვანძო სიტყვები,article ფოტოები,article მატიანის რუბრიკა
http://dspace.nplg.gov.ge/handle/1234/173035,ვაზი და ღვინო N11,N11,Dec-1920,თბილისი : ქართული ბეჭდვითი ახალგაზრდობა,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_N11.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,"""კავშირთ-კავშირის"" საწყობი მუკუზანში : [ორი ფოტო]",,1920,N11,გვ.11,"",428590,,  მუკუზანი.,  ფოტოხელოვნება.,,,,  სურათი.,,
,,,,,,,,,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1992&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,ცქრიალა ღვინოების სანედლეულო ბაზა : [საქართველოში ცქრიალა ღვინოების არასახარბიელო ვითარება და მისი ბაზის აღორძინება-განვითარება სხვადასხვა მიკრორაიონებში],,1992,N2,გვ.50-55,"",343125,,,,,,,,,  საქართველო; შამპანური.
http://dspace.nplg.gov.ge/handle/1234/254034,ვაზი და ღვინო N1 (12),N1,1992,თბილისი,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1992_N1.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1992&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,"ფილოსოფიური მანიპულაციები ზედმეტია : [საუბარი მევენახეობის თანამედროვე მდგომარეობასა და ამ დარგში პრივატიზაციის განხორციელების სხვადასხვა ფორმებსა და მეთოდებზე] / რევაზ რამიშვილი, რობინზონ დარჩიაშვილი","რამიშვილი, რევაზ",1992,N1,გვ.52-57,"",339886,,,,,,,,,  საქართველო; მევენახეობა.
,,,,,,,,,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1992&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,დღევანდელი დღის თვალსაწიერიდან : [საქართველოში მევენახეობისა და მეღვინეობის საქმის გაუმჯობესებისათვის] / რევაზ რამიშვილი,"რამიშვილი, რევაზ",1992,N2,გვ.29-35,"",293039,,,,,,,,,  სოფლის მეურნეობა; საქართველო; მევენახეობა.
http://dspace.nplg.gov.ge/handle/1234/260002,ვაზი და ღვინო N1-4 (20-23),N1,1996,თბილისი,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1996_N1-4.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1996&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,ემილ ჩაფიძე : [შამპანური ღვინოების მწარმოებელი] / ვ. ჭირაქაძე,"ჭირაქაძე, ვ.",1996,N1,გვ.80-81,"",296994,,,,,,,,,  კვების მრეწველობა; სურსათის წარმოებანი; მეღვინეობა.
http://dspace.nplg.gov.ge/handle/1234/173003,ვაზი და ღვინო N4,N4,1-Apr-1920,თბილისი : ქართული ბეჭდვითი ახალგაზრდობა,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_N4.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,მავთულის გაბმა ვენახებში,"ჩოლოყაშვილი, ს.",1920,N4,გვ.8-10,"",428507,  ვენახებში მავთულის გაბმის დადებითი თვისებების შესახებ,,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა.,,,,  ვენახები.,,
http://dspace.nplg.gov.ge/handle/1234/172993,ვაზი და ღვინო N1,N1,15-Feb-1920,თბილისი : ქართული ბეჭვდითი ახალგაზრდობა,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1920_N1.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,მეღვინე-მევენახეთა ყრილობა (2) : ინსტრუქცია ყრილობისათვის,,1920,N1,გვ.5-6,"",116134,,,,,,,,,  მევენახეობა.
http://dspace.nplg.gov.ge/handle/1234/173032,ვაზი და ღვინო N6,N6,1-May-1920,თბილისი : ქართული ბეჭდვითი ახალგაზრდობა,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_N6.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,ჩვენი ღვინოები და მისი ბაზარი,"წინამძღვრიშვილი, გ.",1920,N6,გვ.9-13,მოხსენება წაკითხული იქნა მევენახეთა და მეღვინეთა კონგრესზე.,428534,"  მოხსენებაში შეფასებულია ქართული ღვინის ეკონომიური მნიშვნელობა ქართულ მეურნეობაში, საერთაშორისო ბაზრის ფასები და მისი როგორც საექსპორტო ნაწარმის ღირებულება",,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა; ალკოჰოლური სასმელები.,,,,  ქართული ღვინო; საერთაშორისო ბაზარი.,,
http://dspace.nplg.gov.ge/handle/1234/260002,ვაზი და ღვინო N1-4 (20-23),N1,1996,თბილისი,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1996_N1-4.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1996&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,ეკოლოგიური მევენახეობა მცენარეთა დაცვის ასპექტში / გ. დოლიძე,"დოლიძე, გ.",1996,N1,გვ.87-94,"",296892,,,,,,,,,  სოფლის მეურნეობა; სატყეო მეურნეობა; მებაღეობა მთლიანად; მეხილეობა; მევენახეობა.
http://dspace.nplg.gov.ge/handle/1234/257631,ვაზი და ღვინო N1-2 (16-17),N1,1994,თბილისი,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1994_N1-2.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1994&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,ვაზი და კოლხური სამყარო / ლ. ძიძიგური,"ძიძიგური, ლ.",1994,N1,გვ.73-78,"",300392,,,,,,,,,  სოფლის მეურნეობა; ტყის მეურნეობა; სოფლის მეურნეობის წარმოების სისტემა; მევენახეობა.
http://dspace.nplg.gov.ge/handle/1234/173032,ვაზი და ღვინო N6,N6,1-May-1920,თბილისი : ქართული ბეჭდვითი ახალგაზრდობა,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_N6.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,ჩვენი ღვინოები და მისი ბაზარი,"წინამძღვრიშვილი, გ.",1920,N6,გვ.9-13,მოხსენება წაკითხული იქნა მევენახეთა და მეღვინეთა კონგრესზე.,428534,"  მოხსენებაში შეფასებულია ქართული ღვინის ეკონომიური მნიშვნელობა ქართულ მეურნეობაში, საერთაშორისო ბაზრის ფასები და მისი როგორც საექსპორტო ნაწარმის ღირებულება",,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა; ალკოჰოლური სასმელები.,,,,  ქართული ღვინო; საერთაშორისო ბაზარი.,,
,,,,,,,,,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1992&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,ვაზისა და ღვინის X საერთაშორისო კონგრესი თბილისში : [1962 წ. ჩატარებული ვაზისა და ღვინის X საერთაშორისო კონგრესი],"თუშმალიშვილი, გიორგი",1962,N2,გვ.78-83,"",293036,,,,,,,,,  საქართველო; მევენახეობა-მეღვინეობის საზოგადოებები; კონგრესები; გამოფენები.
http://dspace.nplg.gov.ge/handle/1234/254034,ვაზი და ღვინო N1 (12),N1,1992,თბილისი,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1992_N1.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1992&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,მუკუზანი 100 წლისაა : [ღვინო მუკუზანის ენციკლოპედიური მონაცემები],,1992,N1,გვ.61,"",342694,,,,,,,,,  საქართველო; მეღვინეობა.
http://dspace.nplg.gov.ge/handle/1234/260002,ვაზი და ღვინო N1-4 (20-23),N1,1996,თბილისი,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1996_N1-4.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1996&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,გრიგოლ ასათიანი : [შამპანური ღვინოების მწარმოებელი. აგრონომ-მევენახის ცხოვრება და მოღვაწეობა] / ვ. ჭირაქაძე,"ჭირაქაძე, ვ.",1996,N1,გვ.82-83,"",296990,,,,,,  ასათიანი გრიგოლ (აგრონომ-მევენახე).,,,  კვების მრეწველობა; მეღვინეობა; ქართველი აგრონომები.
http://dspace.nplg.gov.ge/handle/1234/172999,ვაზი და ღვინო N3,N3,15-Mar-1920,თბილისი : ქართული ბეჭდვითი ახალგაზრდობა,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1920_N3.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,საყურადღებო ცნობები,,1920,N3,გვ.14,"",428489,"  სასოფლო-სამეურნეო იარაღების შემოტანა, შაბიამნისა და გოგირდის დარიგება, შემოტანილ ღვინოებზე ბაჟის ახალი ტარიფის დადება",,  სოფლის მეურნეობა; ალკოჰოლური სასმელები; გადასახადები; სამინისტროები.,,,,  მიწათმოქმედების სამინისტრო; ქართველი სამეურნეო საზოგადოება; ბაჟი; შემოტანილი ღვინოები.,,
http://dspace.nplg.gov.ge/handle/1234/173017,ვაზი და ღვინო N10,N10,Nov-1920,თბილისი : ქართული ბეჭდვითი ახალგაზრდობა,საქართველოს მევენახეთა და მეღვინეთა კავშირის სამეცნიერო-პოპულარული ჟურნალი,საქართველოს პარლამენტის ეროვნული ბიბლიოთეკა,ვაზი და ღვინო,https://press.vizhack.ge/pdfs/Vazi_Da_Gvino_1920_N10.pdf,http://www.nplg.gov.ge/ec/ka/amat/search.html?cmd=search&sf=advanced&qs%5B0%5D%5Bf%5D=700&qs%5B0%5D%5Bq%5D=&qs%5B0%5D%5Bb%5D=and&qs%5B1%5D%5Bf%5D=200&qs%5B1%5D%5Bq%5D=&qs%5B1%5D%5Bb%5D=and&qs%5B2%5D%5Bf%5D=9801&qs%5B2%5D%5Bq%5D=%E1%83%95%E1%83%90%E1%83%96%E1%83%98+%E1%83%93%E1%83%90+%E1%83%A6%E1%83%95%E1%83%98%E1%83%9C%E1%83%9D&qs%5B2%5D%5Bb%5D=and&qs%5B3%5D%5Bf%5D=9802&qs%5B3%5D%5Bq%5D=1920&qs%5B3%5D%5Bb%5D=and&qs%5B4%5D%5Bf%5D=600&qs%5B4%5D%5Bq%5D=&qs%5B4%5D%5Bb%5D=and&qs%5B5%5D%5Bf%5D=606&qs%5B5%5D%5Bq%5D=&pft=biblio&rnum=50&kbd=en&submit_btn=%E1%83%AB%E1%83%98%E1%83%94%E1%83%91%E1%83%90,ვაზი და ღვინო,წერილები ადგილებიდან:ს. კონდოლი ენკენისთვე,"ლეონიძე, ა.",1920,N10,გვ.15,"",428586,  ყურძნის მცირე მოსავალი სოფ. კონდოლის ვენახებში,  კონდოლი.,  სოფლის მეურნეობა; მევენახეობა-მეღვინეობა.,,,,  ყურძნის მოსავალი.,,
