web-scraper-order,web-scraper-start-url,pagination,pagination-href,person,person-href,name,image-src,birth,death,place_burried,category,biography,organization/association/group,Awards/bonuses/prizes,contact info,address - table1,address - table2,job - i,job - table
"1525415580-6891","http://www.nplg.gov.ge/ilia/ka/u4321/","11","http://www.nplg.gov.ge/ilia/ka/u4321/11/","სარაჯიშვილი, მიხეილ","http://www.nplg.gov.ge/ilia/ka/00002370/","მიხეილ სარაჯიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების წევრი (1902-)</li>","null","null","null","null","null","null"
"1525414776-6525","http://www.nplg.gov.ge/ilia/ka/u4324/","2","http://www.nplg.gov.ge/ilia/ka/u4324/2/","ფანჩულიძე, პროკოფი იასონის ძე","http://www.nplg.gov.ge/ilia/ka/00010205/","პროკოფი იასონის ძე ფანჩულიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ჭიათურის განყოფილების ნამდვილი წევრი (1915-1917)</li>","null","null","null","null","null","null"
"1525417135-7603","http://www.nplg.gov.ge/ilia/ka/u4321/","2","http://www.nplg.gov.ge/ilia/ka/u4321/2/","საბაშვილი, ნიკოლოზ ანტონის ძე","http://www.nplg.gov.ge/ilia/ka/00001129/","ნიკოლოზ ანტონის ძე საბაშვილი","themes/bios/images/nophoto0n.jpg","1860","1934  (74 წლის ასაკში)","null","მეწარმე","დაიბადა 1860? წელს. კომერსანტი, მოღვაწეობდა ბათუმში, წარმოშობით სოფ. ვალედან ან უდედან, ქონდა ჩაის და ციტრუსის პლანტაციები, ჭურჭლის მაღაზია, რომელთა ნაციონალიზაცია მოხდა გასაბჭოების შემდეგ. გარდაიცვალა 1935 წელს. მის შენობაში ბათუმში შემდგომში ფინანსთა სამინისტრო იყო განთავსებული. ყავდა 9 შვილი. იგი მოხსენიებულია დ. კლდიაშვილის მემუარებში, იგი ხელს აწერს ილია ჭავჭავაძის გარდაცვალების დეპეშას, იყო მფლობელი 11 სახლის, გარდაიცვალა 1934 წელს თბილისში","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების გამგეობის წევრი (1908-1915)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1908-1917)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1899-)</li>","null","null","null","null","null","null"
"1525417315-7685","http://www.nplg.gov.ge/ilia/ka/u4320/","13","http://www.nplg.gov.ge/ilia/ka/u4320/13/","რუხაძე, მიტროფანე","http://www.nplg.gov.ge/ilia/ka/00009476/","მიტროფანე რუხაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1920-)</li>","null","null","null","null","null","null"
"1525414892-6577","http://www.nplg.gov.ge/ilia/ka/u4323/","5","http://www.nplg.gov.ge/ilia/ka/u4323/5/","უსტიაშვილი, ნიკოლოზ იოაკიმეს ძე","http://www.nplg.gov.ge/ilia/ka/00015229/","ნიკოლოზ იოაკიმეს ძე უსტიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525416315-7229","http://www.nplg.gov.ge/ilia/ka/u4321/","23","http://www.nplg.gov.ge/ilia/ka/u4321/23/","სიჭინავა, გიორგი","http://www.nplg.gov.ge/ilia/ka/00015418/","გიორგი სიჭინავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სამურზაყანოს განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525415618-6908","http://www.nplg.gov.ge/ilia/ka/u4321/","16","http://www.nplg.gov.ge/ilia/ka/u4321/16/","სესიაშვილი, დავით მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00013710/","დავით მიხეილის ძე სესიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების გორის განყოფილების წევრი (1913-)</li>","null","null","null","null","null","null"
"1525417633-7829","http://www.nplg.gov.ge/ilia/ka/u4320/","4","http://www.nplg.gov.ge/ilia/ka/u4320/4/","რატიანი, მექი ვასილის ძე","http://www.nplg.gov.ge/ilia/ka/00006874/","მექი ვასილის ძე რატიანი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სამტრედიის განყოფილების წევრი (1916-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების მუდმივი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525415585-6893","http://www.nplg.gov.ge/ilia/ka/u4321/","11","http://www.nplg.gov.ge/ilia/ka/u4321/11/","სარაჯიშვილი, ი.პ.","http://www.nplg.gov.ge/ilia/ka/00002369/","ი.პ. სარაჯიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სიღნაღის განყოფილების ნამდვილი წევრი (1914-)</li>","null","null","null","null","null","null"
"1525417407-7726","http://www.nplg.gov.ge/ilia/ka/u4320/","10","http://www.nplg.gov.ge/ilia/ka/u4320/10/","რურუა, მიხეილ ივანეს ძე","http://www.nplg.gov.ge/ilia/ka/00009753/","მიხეილ ივანეს ძე რურუა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბაქოს განყოფილების ნამდვილი წევრი (1915-)</li>","null","null","null","null","null","null"
"1525414822-6546","http://www.nplg.gov.ge/ilia/ka/u4323/","","","უგულავა, კონსტანტინე პეტრეს ძე","http://www.nplg.gov.ge/ilia/ka/00002709/","კონსტანტინე პეტრეს ძე უგულავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხონის განყოფილების გამგეობის წევრი (1916-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხონის განყოფილების სათეატრო სექციის წევრი (1910-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ხონის განყოფილების ნამდვილი წევრი (1910-)</li>","null","null","null","null","null","null"
"1525414921-6591","http://www.nplg.gov.ge/ilia/ka/u4323/","5","http://www.nplg.gov.ge/ilia/ka/u4323/5/","ურუშაძე, ოლღა იოსების ასული","http://www.nplg.gov.ge/ilia/ka/00014764/","ოლღა იოსების ასული ურუშაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სამტრედიის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525415466-6839","http://www.nplg.gov.ge/ilia/ka/u4322/","3","http://www.nplg.gov.ge/ilia/ka/u4322/3/","ტარუაშვილი, კონსტანტინე","http://www.nplg.gov.ge/ilia/ka/00005694/","კონსტანტინე ტარუაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1918-1921)</li>","null","null","null","null","null","null"
"1525418139-8059","http://www.nplg.gov.ge/ilia/ka/u4318/","7","http://www.nplg.gov.ge/ilia/ka/u4318/7/","პეტრიაშვილი, ვასილ მოსეს ძე","http://www.nplg.gov.ge/ilia/ka/00002170/","ვასილ მოსეს ძე პეტრიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","სოციოლოგი, ქიმიკოსი, დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1899-)</li>","null","null","null","null","null","null"
"1525416861-7477","http://www.nplg.gov.ge/ilia/ka/u4321/","8","http://www.nplg.gov.ge/ilia/ka/u4321/8/","სანებლიძე, იოსებ თადეოზის ძე","http://www.nplg.gov.ge/ilia/ka/00002315/","იოსებ თადეოზის ძე სანებლიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1915-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების წევრი (1893-1900)</li>","null","null","null","null","null","null"
"1525415713-6952","http://www.nplg.gov.ge/ilia/ka/u4321/","26","http://www.nplg.gov.ge/ilia/ka/u4321/26/","სიხარულიძე, ისაკო მახარობლის ძე","http://www.nplg.gov.ge/ilia/ka/00002477/","ისაკო მახარობლის ძე სიხარულიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ყვირილას განყოფილების წევრი (1913-)</li>","null","null","null","null","null","null"
"1525416545-7335","http://www.nplg.gov.ge/ilia/ka/u4321/","17","http://www.nplg.gov.ge/ilia/ka/u4321/17/","სვანაძე, აგრაფინა","http://www.nplg.gov.ge/ilia/ka/00009488/","აგრაფინა სვანაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1920-)</li>","null","null","null","null","null","null"
"1525415408-6812","http://www.nplg.gov.ge/ilia/ka/u4322/","4","http://www.nplg.gov.ge/ilia/ka/u4322/4/","ტატიშვილი, შალვა","http://www.nplg.gov.ge/ilia/ka/00013757/","შალვა ტატიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525417179-7623","http://www.nplg.gov.ge/ilia/ka/u4320/","","","რაზიკაშვილი, ბაბო ილიას ასული","http://www.nplg.gov.ge/ilia/ka/00013446/","ბაბო ილიას ასული რაზიკაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525414337-6324","http://www.nplg.gov.ge/ilia/ka/u4324/","13","http://www.nplg.gov.ge/ilia/ka/u4324/13/","ფორჩხიძე, პავლე იოსების ძე","http://www.nplg.gov.ge/ilia/ka/00013854/","პავლე იოსების ძე ფორჩხიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525414855-6561","http://www.nplg.gov.ge/ilia/ka/u4323/","6","http://www.nplg.gov.ge/ilia/ka/u4323/6/","უჯმაჯურიძე, კაგისო","http://www.nplg.gov.ge/ilia/ka/00013791/","კაგისო უჯმაჯურიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525415932-7052","http://www.nplg.gov.ge/ilia/ka/u4321/","34","http://www.nplg.gov.ge/ilia/ka/u4321/34/","სურამელაშვილი, თევდორე მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00013575/","თევდორე მიხეილის ძე სურამელაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525414913-6587","http://www.nplg.gov.ge/ilia/ka/u4323/","5","http://www.nplg.gov.ge/ilia/ka/u4323/5/","ურუშაძე, სიმონ მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00002835/","სიმონ მიხეილის ძე ურუშაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ლიხაურის განყოფილების გამგეობის ხაზინადარი (1912-1915)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ლიხაურის განყოფილების წევრი (1912-1916)</li>","null","null","null","null","null","null"
"1525414894-6578","http://www.nplg.gov.ge/ilia/ka/u4323/","5","http://www.nplg.gov.ge/ilia/ka/u4323/5/","უსტიაშვილი, ნიკოლოზ ალექსანდრეს ძე","http://www.nplg.gov.ge/ilia/ka/00006799/","ნიკოლოზ ალექსანდრეს ძე უსტიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-1922)</li>","null","null","null","null","null","null"
"1525418120-8050","http://www.nplg.gov.ge/ilia/ka/u4318/","7","http://www.nplg.gov.ge/ilia/ka/u4318/7/","პეტრიაშვილი, ნიკოლოზ გრიგოლის ძე","http://www.nplg.gov.ge/ilia/ka/00005823/","ნიკოლოზ გრიგოლის ძე პეტრიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების მუდმივი წევრი (1918-)</li>","null","null","null","null","null","null"
"1525415508-6858","http://www.nplg.gov.ge/ilia/ka/u4322/","2","http://www.nplg.gov.ge/ilia/ka/u4322/2/","ტალაბაძე, ანტონ დავითის ძე","http://www.nplg.gov.ge/ilia/ka/00014808/","ანტონ დავითის ძე ტალაბაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სამტრედიის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525415693-6942","http://www.nplg.gov.ge/ilia/ka/u4321/","26","http://www.nplg.gov.ge/ilia/ka/u4321/26/","სიხარულიძე, ნესტორ სილიბისტროს ძე","http://www.nplg.gov.ge/ilia/ka/00015200/","ნესტორ სილიბისტროს ძე სიხარულიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525416681-7396","http://www.nplg.gov.ge/ilia/ka/u4321/","13","http://www.nplg.gov.ge/ilia/ka/u4321/13/","საღარაძე, ფრიდონ სპირიდონის ძე","http://www.nplg.gov.ge/ilia/ka/00005834/","ფრიდონ სპირიდონის ძე საღარაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1918-)</li>","null","null","null","null","null","null"
"1525414105-6218","http://www.nplg.gov.ge/ilia/ka/u4324/","11","http://www.nplg.gov.ge/ilia/ka/u4324/11/","ფირცხალაიშვილი, თეკლე ალექსანდრეს ასული","http://www.nplg.gov.ge/ilia/ka/00006388/","თეკლე ალექსანდრეს ასული ფირცხალაიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1914-)</li>","null","null","null","null","null","null"
"1525414958-6608","http://www.nplg.gov.ge/ilia/ka/u4323/","4","http://www.nplg.gov.ge/ilia/ka/u4323/4/","ურუშაძე, თამარ ნესტორის ასული","http://www.nplg.gov.ge/ilia/ka/00011114/","თამარ ნესტორის ასული ურუშაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ლანჩხუთის განყოფილების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525417481-7760","http://www.nplg.gov.ge/ilia/ka/u4320/","8","http://www.nplg.gov.ge/ilia/ka/u4320/8/","როინიშვილი, ანა","http://www.nplg.gov.ge/ilia/ka/00009048/","ანა როინიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525415206-6720","http://www.nplg.gov.ge/ilia/ka/u4322/","8","http://www.nplg.gov.ge/ilia/ka/u4322/8/","ტუღუში, ფეოდოსია დარისმანის ასული","http://www.nplg.gov.ge/ilia/ka/00008266/","ფეოდოსია დარისმანის ასული ტუღუში","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525416029-7097","http://www.nplg.gov.ge/ilia/ka/u4321/","32","http://www.nplg.gov.ge/ilia/ka/u4321/32/","სულაშვილი, იაგორ გრიგოლის ძე","http://www.nplg.gov.ge/ilia/ka/00015844/","იაგორ გრიგოლის ძე სულაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხაშურის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525416557-7341","http://www.nplg.gov.ge/ilia/ka/u4321/","17","http://www.nplg.gov.ge/ilia/ka/u4321/17/","სეხნიაშვილი, გიორგი პავლეს ძე","http://www.nplg.gov.ge/ilia/ka/00010030/","გიორგი პავლეს ძე სეხნიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ალექსანდროპოლის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525415095-6671","http://www.nplg.gov.ge/ilia/ka/u4322/","","","ტაბატაძე, ვარლამ","http://www.nplg.gov.ge/ilia/ka/00015785/","ვარლამ ტაბატაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525416913-7501","http://www.nplg.gov.ge/ilia/ka/u4321/","7","http://www.nplg.gov.ge/ilia/ka/u4321/7/","სამყურაშვილი, სერაპიონ სერგის ძე","http://www.nplg.gov.ge/ilia/ka/00006791/","სერაპიონ სერგის ძე სამყურაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-1922)</li>","null","null","null","null","null","null"
"1525417745-7881","http://www.nplg.gov.ge/ilia/ka/u4320/","2","http://www.nplg.gov.ge/ilia/ka/u4320/2/","რამანაშვილი, ილია","http://www.nplg.gov.ge/ilia/ka/00014557/","ილია რამანაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხარაგაულის განყოფილების დამფუძნებელი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525416090-7126","http://www.nplg.gov.ge/ilia/ka/u4321/","30","http://www.nplg.gov.ge/ilia/ka/u4321/30/","სოხაძე, ტარასი","http://www.nplg.gov.ge/ilia/ka/00002500/","ტარასი სოხაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1913-)</li>","null","null","null","null","null","null"
"1525416789-7445","http://www.nplg.gov.ge/ilia/ka/u4321/","10","http://www.nplg.gov.ge/ilia/ka/u4321/10/","სანოძე, ნიკოლოზ ალექსის ძე","http://www.nplg.gov.ge/ilia/ka/00015201/","ნიკოლოზ ალექსის ძე სანოძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
